REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,UNIT_MEASURE_ID,UNIT_MEASURE_NAME,TIME_PERIOD,OBS_VALUE,UNIT_TYPE_ID,UNIT_TYPE_NAME
BGD,Bangladesh,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,1.19655944743109,RATIO,Ratio
BGD,Bangladesh,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
BRB,Barbados,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.308768012197247,RATIO,Ratio
BRB,Barbados,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,17720196.22,CUR,Currency
BLR,Belarus,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.888993508326322,RATIO,Ratio
BLR,Belarus,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
BEL,Belgium,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.345593595625568,RATIO,Ratio
BEL,Belgium,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
BLZ,Belize,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.0,RATIO,Ratio
BLZ,Belize,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,0.0,CUR,Currency
BEN,Benin,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.358970724591592,RATIO,Ratio
BEN,Benin,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,82401729.83,CUR,Currency
BTN,Bhutan,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.46133829588015,RATIO,Ratio
BTN,Bhutan,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,14781279.0,CUR,Currency
BOL,Bolivia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,1.93613546395549,RATIO,Ratio
BOL,Bolivia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
BIH,Bosnia and Herzegovina,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.700758628853555,RATIO,Ratio
BIH,Bosnia and Herzegovina,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,180256142.1,CUR,Currency
BWA,Botswana,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.0,RATIO,Ratio
BWA,Botswana,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,0.0,CUR,Currency
BRA,Brazil,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.118858726577375,RATIO,Ratio
BRA,Brazil,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
BRN,Brunei Darussalam,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,3.37508323916801,RATIO,Ratio
BRN,Brunei Darussalam,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
BGR,Bulgaria,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,1.78327507269675,RATIO,Ratio
BGR,Bulgaria,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
BFA,Burkina Faso,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,1.30797640031844,RATIO,Ratio
BFA,Burkina Faso,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,312161647.7,CUR,Currency
BDI,Burundi,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,1.48018093633235,RATIO,Ratio
BDI,Burundi,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,60213760.49,CUR,Currency
CPV,Cabo Verde,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.950245398596232,RATIO,Ratio
CPV,Cabo Verde,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,25723142.94,CUR,Currency
KHM,Cambodia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.301498783193277,RATIO,Ratio
KHM,Cambodia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,107635065.6,CUR,Currency
CMR,Cameroon,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.158372280840656,RATIO,Ratio
CMR,Cameroon,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,87413580.41,CUR,Currency
CAN,Canada,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.0761987580523219,RATIO,Ratio
CAN,Canada,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
CAF,Central African Republic,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.266816720103806,RATIO,Ratio
CAF,Central African Republic,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,7711003.211,CUR,Currency
TCD,Chad,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.685430844072545,RATIO,Ratio
TCD,Chad,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,92971839.69,CUR,Currency
CHL,Chile,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.49315278095292,RATIO,Ratio
CHL,Chile,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
CHN,China,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.392709404776898,RATIO,Ratio
CHN,China,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
COL,Colombia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.0940345093691696,RATIO,Ratio
COL,Colombia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
COM,Comoros,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.480367712491738,RATIO,Ratio
COM,Comoros,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,7267963.49,CUR,Currency
COD,"Congo, Dem. Rep.",IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.0,RATIO,Ratio
COD,"Congo, Dem. Rep.",IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,0.0,CUR,Currency
COG,"Congo, Rep.",IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.56248810961672,RATIO,Ratio
COG,"Congo, Rep.",IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,89081241.92,CUR,Currency
CRI,Costa Rica,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.150450027549235,RATIO,Ratio
CRI,Costa Rica,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,121237145.7,CUR,Currency
CIV,Cote d'Ivoire,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.0289202861449717,RATIO,Ratio
CIV,Cote d'Ivoire,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,26571958.91,CUR,Currency
HRV,Croatia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.655228594664372,RATIO,Ratio
HRV,Croatia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
CYP,Cyprus,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.91982438127607,RATIO,Ratio
CYP,Cyprus,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,297701161.0,CUR,Currency
CZE,Czechia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.607585164185998,RATIO,Ratio
CZE,Czechia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
DNK,Denmark,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.59053940118248,RATIO,Ratio
DNK,Denmark,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
DJI,Djibouti,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,2.18012804350877,RATIO,Ratio
DJI,Djibouti,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,93200473.86,CUR,Currency
DOM,Dominican Republic,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.971286183008029,RATIO,Ratio
DOM,Dominican Republic,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
ECU,Ecuador,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,3.11083593256485,RATIO,Ratio
ECU,Ecuador,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
EGY,"Egypt, Arab Rep.",IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,4.66863129856167,RATIO,Ratio
EGY,"Egypt, Arab Rep.",IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
SLV,El Salvador,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,1.34546535410402,RATIO,Ratio
SLV,El Salvador,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
GNQ,Equatorial Guinea,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.187577374548151,RATIO,Ratio
GNQ,Equatorial Guinea,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,20237722.94,CUR,Currency
EST,Estonia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,2.84298551747976,RATIO,Ratio
EST,Estonia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
ETH,Ethiopia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,1.0825996095448,RATIO,Ratio
ETH,Ethiopia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
FJI,Fiji,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.33445361042065,RATIO,Ratio
FJI,Fiji,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,20990308.59,CUR,Currency
FIN,Finland,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.479863759193234,RATIO,Ratio
FIN,Finland,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
FRA,France,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.0895647212727969,RATIO,Ratio
FRA,France,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
GAB,Gabon,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.0210007643106417,RATIO,Ratio
GAB,Gabon,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,4513274.258,CUR,Currency
GMB,"Gambia, The",IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,3.33704071119134,RATIO,Ratio
GMB,"Gambia, The",IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,83192424.93,CUR,Currency
GEO,Georgia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,6.64569599765488,RATIO,Ratio
GEO,Georgia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
DEU,Germany,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.374612881551119,RATIO,Ratio
DEU,Germany,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
GHA,Ghana,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.34381732877794,RATIO,Ratio
GHA,Ghana,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,326554260.7,CUR,Currency
GRC,Greece,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.754922253834395,RATIO,Ratio
GRC,Greece,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
GTM,Guatemala,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.202805304685384,RATIO,Ratio
GTM,Guatemala,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,202182692.4,CUR,Currency
GIN,Guinea,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,1.95339241734843,RATIO,Ratio
GIN,Guinea,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,348602410.8,CUR,Currency
GNB,Guinea-Bissau,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.213871606123368,RATIO,Ratio
GNB,Guinea-Bissau,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,4750088.372,CUR,Currency
GUY,Guyana,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.347748427506775,RATIO,Ratio
GUY,Guyana,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,102655335.8,CUR,Currency
HTI,Haiti,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.281632201388477,RATIO,Ratio
HTI,Haiti,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,47463474.9,CUR,Currency
HND,Honduras,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,1.08174816794626,RATIO,Ratio
HND,Honduras,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,338154477.3,CUR,Currency
HUN,Hungary,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,1.69696627240075,RATIO,Ratio
HUN,Hungary,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
ISL,Iceland,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.0,RATIO,Ratio
ISL,Iceland,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,0.0,CUR,Currency
IND,India,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.972805749597467,RATIO,Ratio
IND,India,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
IDN,Indonesia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,3.1924543283101,RATIO,Ratio
IDN,Indonesia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
IRN,"Iran, Islamic Rep.",IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,4.37368570251559,RATIO,Ratio
IRN,"Iran, Islamic Rep.",IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
IRQ,Iraq,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,2.8699685506648,RATIO,Ratio
IRQ,Iraq,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
IRL,Ireland,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.0129253132414666,RATIO,Ratio
IRL,Ireland,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,82682582.54,CUR,Currency
ISR,Israel,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.0489786568092907,RATIO,Ratio
ISR,Israel,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,255028437.5,CUR,Currency
ITA,Italy,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.108661246823787,RATIO,Ratio
ITA,Italy,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
JAM,Jamaica,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.0,RATIO,Ratio
JAM,Jamaica,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,0.0,CUR,Currency
JPN,Japan,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.444891455662874,RATIO,Ratio
JPN,Japan,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
JOR,Jordan,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.637989378706047,RATIO,Ratio
JOR,Jordan,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,337840895.6,CUR,Currency
KAZ,Kazakhstan,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,4.39503460279502,RATIO,Ratio
KAZ,Kazakhstan,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
KEN,Kenya,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.0490656598591447,RATIO,Ratio
KEN,Kenya,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,67438786.85,CUR,Currency
KIR,Kiribati,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.0,RATIO,Ratio
KIR,Kiribati,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,0.0,CUR,Currency
KOR,"Korea, Rep.",IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,1.05838208811316,RATIO,Ratio
KOR,"Korea, Rep.",IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
KWT,Kuwait,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,3.82667015633794,RATIO,Ratio
KWT,Kuwait,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
KGZ,Kyrgyz Republic,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,9.52186808904649,RATIO,Ratio
KGZ,Kyrgyz Republic,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
LAO,Lao PDR,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.496938049340706,RATIO,Ratio
LAO,Lao PDR,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,116830135.4,CUR,Currency
LVA,Latvia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.514110380451447,RATIO,Ratio
LVA,Latvia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,217967378.0,CUR,Currency
LBN,Lebanon,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,5.51182897262971,RATIO,Ratio
LBN,Lebanon,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
LSO,Lesotho,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.105089798509744,RATIO,Ratio
LSO,Lesotho,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,2750200.027,CUR,Currency
LBR,Liberia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.222545522448491,RATIO,Ratio
LBR,Liberia,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,9289050.107,CUR,Currency
LBY,Libya,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,6.07907963897542,RATIO,Ratio
LBY,Libya,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
LTU,Lithuania,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,1.01003138054103,RATIO,Ratio
LTU,Lithuania,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,USD_K_2021,"US dollars, 2021 constant prices",2025,359194977.30610085,CUR,Currency
LUX,Luxembourg,IMF_FFS_ECGFTE,Explicit Fossil Fuel Subsidies - Total,PT_GDP,Percentage of GDP,2025,0.57162730813019,RATIO,Ratio
